Street code,Date ,Start Time,End Time,Temperature (°C),Cloud Cover code,Beaufort scale ,Day of Week ,Species ,Bird Scientific Name ,Behaviour,Time of Observation,Plant species,Scientific Name ,DBH,Notes
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,8:18,Norway maple,Acer platanoides,70,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,AMCR,Corvus brachyrhynchos,Preen,8:20,Norway maple,Acer platanoides,70,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:25,Norway maple,Acer platanoides,70,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Vocalize,8:29,Norway maple,Acer platanoides,70,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,8:29,Norway maple,Acer platanoides,70,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,8:29,Norway maple,Acer platanoides,70,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Gape,8:29,Ground,NA,NA,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Gape,8:29,Ground,NA,NA,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,EUST,Sturnus vulgaris,Gape,8:29,Ground,NA,NA,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,CHSP,Spizella passerina,Peck,8:31,Ground,NA,NA,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,HOSP,Passer domesticus,Hop,8:33,Ground,NA,NA,
S08,04/06/2024,8:15,8:35,18,1,2,Tuesday,HOSP,Passer domesticus,Vocalize,8:35,Silver maple,Acer saccharinum,36,
S20,04/06/2024,9:12,9:32,19,1,2,Tuesday,,,,,,,,"COHA pair flyover. TUVU flyover. Very quiet (no construction, few birds, no cars). CHSP, AMRO, NOCA heard in backyards. "
S21,04/06/2024,9:46,10:06,20,1,2,Tuesday,SOSP,Melospiza melodia,Perch,9:49,Silver maple,Aver saccharinum,30,"X4 AMCR down the street. NOCA, AMRO, and REVI heard. GREG flyover. Cat."
S21,04/06/2024,9:46,10:06,20,1,2,Tuesday,AMRO,Turdus migratorius,Carry food,10:02,Ground,NA,NA,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Glean,8:56,Tatarian honeysuckle,Lonicera tatarica,2,"NOCA, AMRO, BLJA X2, EUST seen and heard. HOSP copulation on neighbour's roof. Squirrels fighting in almost every tree from ~ 8:46-9:00."
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Glean,8:56,Tartarian honeysuckle,Lonicera tatarica,2,Tartarian honeysuckle: multi-stemmed in ROW (hedge).
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Glean,8:59,Tartarian honeysuckle,Lonicera tatarica,2,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,AMRO,Turdus migratorius,Vocalize,9:01,Silver maple,Acer saccharinum,60,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Vocalize,9:03,Silver maple,Acer saccharinum,60,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Bill wipe,9:03,Silver maple,Acer saccharinum,60,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,HOSP,Passer domesticus,Vocalize,9:04,Silver maple,Acer saccharinum,60,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,AMRO,Turdus migratorius,Perch,9:04,Silver maple,Acer saccharinum,96,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,EUST,Sturnus vulgaris,Hop,9:05,Silver maple,Acer saccharinum,60,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,EUST,Sturnus vulgaris,Perch,9:05,Silver maple,Acer saccharinum,60,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,EUST,Sturnus vulgaris,Preen,9:05,Silver maple,Acer saccharinum,96,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,EUST,Sturnus vulgaris,Vocalize,9:05,Silver maple,Acer saccharinum,96,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,EUST,Sturnus vulgaris,Preen,9:05,Silver maple,Acer saccharinum,96,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,EUST,Sturnus vulgaris,Vocalize,9:05,Silver maple,Acer saccharinum,96,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,AMRO,Turdus migratorius,Perch,9:05,Norway maple,Acer platanoides,44,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,AMRO,Turdus migratorius,Gape,9:05,Ground,NA,NA,
S17,05/06/2024,8:46,9:06,21,1,2,Wednesday ,NOCA,Cardinalis cardinalis,Vocalize,9:06,Silver maple,Acer saccharinum,60,
S11,10/06/2024,7:42,8:02,14,4,3,Monday,AMRO,Turdus migratorius,Gape,7:54,Ground,NA,NA,"CHSP nest in hedge. Heard or saw AMCR, AMRO, ROPI, EUST, HOSP. Heron flyover."
S11,10/06/2024,7:42,8:02,14,4,3,Monday,CHSP,Spizella passerina,Glean,7:55,White elm,Ulmus americana,79,
S11,10/06/2024,7:42,8:02,14,4,3,Monday,HOSP,Passer domesticus,Peck,7:55,Ground,NA,NA,
S11,10/06/2024,7:42,8:02,14,4,3,Monday,CHSP,Spizella passerina,Glean,7:57,White elm,Ulmus americana,79,
S11,10/06/2024,7:42,8:02,14,4,3,Monday,CHSP,Spizella passerina,Vocalize,7:58,White elm,Ulmus americana,79,
S05,10/06/2024,8:10,8:30,14,3,3,Monday,HOSP,Passer domesticus,Vocalize,8:28,Norway maple,Acer platanoides,31,"AMRO, EUST, ROPI, BCCH, HOSP, CHSW seen or heard. Sun came out at 8:14. Busy sidewalk."
S05,10/06/2024,8:10,8:30,14,3,3,Monday,HOSP,Passer domesticus,Hop,8:28,Norway maple,Acer platanoides,31,
S05,10/06/2024,8:10,8:30,14,3,3,Monday,HOSP,Passer domesticus,Vocalize,8:28,Norway maple,Acer platanoides,31,
S05,10/06/2024,8:10,8:30,14,3,3,Monday,HOSP,Passer domesticus,Hop,8:28,Norway maple,Acer platanoides,31,
S05,10/06/2024,8:10,8:30,14,3,3,Monday,AMRO,Turdus migratorius,Perch,8:29,Norway maple,Acer platanoides,28,
S14,10/06/2024,9:11,9:31,15,3,3,Monday,HOSP,Passer domesticus,Peck,9:21,European linden,Tilia × europaea,57,"Construction. Heard CHSP, HOSP, CHSW. Low flying CHSWs. TUVU flyover. "
S14,10/06/2024,9:11,9:31,15,3,3,Monday,HOSP,Passer domesticus,Vocalize,9:21,European linden,Tilia × europaea,51,* blue spruce DBH = 44
S14,10/06/2024,9:11,9:31,15,3,3,Monday,HOSP,Passer domesticus,Hop,9:21,European linden,Tilia × europaea,51,
S14,10/06/2024,9:11,9:31,15,3,3,Monday,EUST,Sturnus vulgaris,Perch,9:28,European linden,Tilia × europaea,51,
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,CHSP,Spizella passerina,Vocalize,7:11,Blue spruce,Picea pungens,6,"Mist raining. NOCA, REVI (X2, loud in backyard in large trees), AMCR, SOSP, BLJA, AMRO, EUST, COGR, BCCH, CHSW heard or seen."
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,EUST,Sturnus vulgaris,Vocalize,7:12,Silver maple,Acer saccharinum,79,
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,AMRO,Turdus migratorius,Perch,7:17,Silver maple,Acer saccharinum,79,
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,CEDW,Bombycilla cedrorum,Perch,7:20,Silver maple,Acer saccharinum,30,
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,CEDW,Bombycilla cedrorum,Perch,7:20,Norway maple,Acer platanoides,30,* approximation of DBH
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,CEDW,Bombycilla cedrorum,Perch,7:25,Silver maple,Acer saccharinum,30,
S21,11/06/2024,7:05,7:25,12,4,2,Tuesday,CEDW,Bombycilla cedrorum,Perch,7:25,Silver maple,Acer saccharinum,30,
S03,11/06/2024,7:43,8:03,12,4,3,Tuesday,,,,,,,,"West Broadway is a very loud street, especially traffic noises. Misting rain. AMCR on pecking garbage can in right of way. SOSP, NOCA, EUST, COGR, BLJA, AMCR heard or seen. Possible COHA flyover down the street."
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,HOSP,Passer domesticus,Vocalize,7:28,Bush honeysuckle,Diervilla lonicera,2,"Heard or saw NOCA, CHSW (flying low and vocalizing loudly), EUST, HOSP. Lots of squirrels."
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,HOSP,Passer domesticus,Preen,7:28,Bush honeysuckle,Diervilla lonicera,2,
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,HOSP,Passer domesticus,Vocalize,7:28,Bush honeysuckle,Diervilla lonicera,2,
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,HOSP,Passer domesticus,Hop,7:30,Ground,NA,NA,
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,WBNU,Sita carolinensis,Vocalize,7:32,Norway maple,Acer platanoides,72,
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,WBNU,Sita carolinensis,Peck,7:32,Norway maple,Acer platanoides,72,
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,HOSP,Passer domesticus,Perch,7:35,Norway maple,Acer platanoides,72,
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,EUST,Sturnus vulgaris,Vocalize,7:39,Silver maple,Acer saccharinum,36,
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,EUST,Sturnus vulgaris,Vocalize,7:39,Silver maple,Acer saccharinum,36,
S08,13/06/2024,7:21,7:41,15,1,1,Thursday,EUST,Sturnus vulgaris,Vocalize,7:39,Silver maple,Acer saccharinum,36,
S20,13/06/2024,7:53,8:13,16,1,1,Thursday,CHSP,Spizella passerina,Perch,7:55,Norway maple,Acer platanoides,24,"Heard or saw AMCR, CHSW, NOCA, EUST, CHSP, AMRO, HOSP. Birds were primarily in backyards on other side of the street"
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Perch,9:42,Silver maple,Acer saccharinum,63,"Heard or saw BLJA, NOCA, CHSP, AMRO, AMCR, ROPI, SOSP, BCCH, CHSW, EUST."
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Perch,9:42,Silver maple,Acer saccharinum,63,
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Vocalize,9:44,Silver maple,Acer saccharinum,64,
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Vocalize,9:46,Silver maple,Acer saccharinum,76,
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,AMRO,Turdus migratorius,Gape,9:48,Ground,NA,NA,
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Peck,9:48,Silver maple,Acer saccharinum,56,
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Vocalize,9:48,Silver maple,Acer saccharinum,56,
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Perch,9:51,Silver maple,Acer saccharinum,56,
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Bill wipe,9:53,Silver maple,Acer saccharinum,76,
S12,13/06/2024,9:38,9:50,19,1,2,Thursday,HOSP,Passer domesticus,Peck,9:53,Silver maple,Acer saccharinum,76,
S02,19/06/2024,6:58,7:18,26,4,1,Wednesday ,,,,,,,,"CHSW, HOSP, AMCR, BCCH, AMRO, AMGO, NOCA, CHSP seen or heard."
S16,19/06/2024,8:56,9:16,28,1,2,Wednesday ,,,,,,,,"Street mostly quiet. All Norway maples. NOCA, SOSP, EUST, HOSP, CHSW, BCCH, CHSP, AMRO seen or heard. TUVU flyover."
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,AMRO,Turdus migratorius,Gape,7:17,Ground,NA,NA,"4 observations of WBNU on Norway maple across the street. REVI in the big ash in the backyard. NOCA, REVI, HOFI, BCCH, EUST, HOSP, SOSP, CHSP, AMRO, CHSW, WBNU heard or seen."
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,CHSP,Spizella passerina,Peck,7:18,Ground,NA,NA,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,HOFI,Haemorhous mexicanus,Perch,7:18,Norway maple,Acer platanoides,50,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,CHSP,Spizella passerina,Perch,7:19,Honey locust,Gleditsia triacanthos,3,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,CHSP,Spizella passerina,Perch,7:19,Honey locust,Gleditsia triacanthos,3,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,HOSP,Passer domesticus,Vocalize,7:21,Honey locust,Gleditsia triacanthos,3,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,HOSP,Passer domesticus,Ground forage,7:21,Ground,NA,NA,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,HOFI,Haemorhous mexicanus,Vocalize,7:24,Norway maple,Acer platanoides,50,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,BCCH,Poecile atricapillus,Vocalize,7:36,Norway spruce,Picea abies,35,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,BCCH,Poecile atricapillus,Peck,7:36,Norway spruce,Picea abies,35,
S18,20/06/2024,7:16,7:36,27,1,2,Thursday,NOCA,Cardinalis cardinalis,Perch,7:36,Norway maple,Acer platanoides,50,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,HOSP,Passer domesticus,Bill wipe,8:14,Honey locust,Gleditsia triacanthos,23,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Gape,8:19,Ground,NA,NA,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Gape,8:19,Ground,NA,NA,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,BCCH,Poecile atricapillus,Glean,8:20,Silver maple,Acer saccharinum,74,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Gape,8:21,Ground,NA,NA,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,BCCH,Poecile atricapillus,Hang,8:22,Silver maple,Acer saccharinum,74,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Perch,8:22,Silver maple,Acer saccharinum,74,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Gape,8:22,Ground,NA,NA,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Perch,8:23,Silver maple,Acer saccharinum,81,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,HOSP,Passer domesticus,Vocalize,8:24,Silver maple,Acer saccharinum,81,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Bill wipe,8:27,Silver maple,Acer saccharinum,74,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Bill wipe,8:27,Silver maple,Acer saccharinum,84,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,EUST,Sturnus vulgaris,Vocalize,8:28,Silver maple,Acer saccharinum,84,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,BCCH,Poecile atricapillus,Hang,8:33,Silver maple,Acer saccharinum,81,
S04,20/06/2024,8:14,8:34,28,1,2,Thursday,BCCH,Poecile atricapillus,Glean,8:34,Honey locust,Gleditsia triacanthos,23,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,EUST,Sturnus vulgaris,Gape,8:49,Ground,NA,NA,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,EUST,Sturnus vulgaris,Hop,8:49,Ground,NA,NA,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,EUST,Sturnus vulgaris,Perch,8:50,Norway maple,Acer platanoides,35,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,EUST,Sturnus vulgaris,Gape,8:50,Ground,NA,NA,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,EUST,Sturnus vulgaris,Gape,8:50,Ground,NA,NA,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,EUST,Sturnus vulgaris,Gape,8:50,Ground,NA,NA,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,BCCH,Poecile atricapillus,Glean,8:51,Silver maple,Acer saccharinum,91,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,BCCH,Poecile atricapillus,Glean,8:51,Silver maple,Acer saccharinum,91,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,REVI,Vireo olivaceus,Vocalize,8:52,Silver maple,Acer saccharinum,111,** two trees down from our street survey area
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,BCCH,Poecile atricapillus,Glean,8:56,Silver maple,Acer saccharinum,91,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,BCCH,Poecile atricapillus,Vocalize,8:56,Silver maple,Acer saccharinum,91,
S17,20/06/2024,8:48,9:08,28,1,2,Thursday,HOSP,Passer domesticus,Vocalize,8:56,Silver maple,Acer saccharinum,91,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Perch,7:55,Silver maple,Acer saccharinum,82,"BCCH across the street in backyards. AMRO, NOCA, EUST, BCCH, CHSW heard or seen."
S07,21/06/2024,7:52,8:12,20,3,3,Friday,AMRO,Turdus migratorius,Perch,7:55,Silver maple,Acer saccharinum,80,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Feed young,8:00,Silver maple,Acer saccharinum,109,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,NOCA,Cardinalis cardinalis,Vocalize,8:01,Silver maple,Acer saccharinum,109,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Feed young,8:02,Silver maple,Acer saccharinum,109,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Bill wipe,8:02,Silver maple,Acer saccharinum,80,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Bill wipe,8:02,Silver maple,Acer saccharinum,80,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Hop,8:07,Silver maple,Acer saccharinum,82,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Feed young,8:10,Silver maple,Acer saccharinum,83,
S07,21/06/2024,7:52,8:12,20,3,3,Friday,EUST,Sturnus vulgaris,Feed young,8:12,Silver maple,Acer saccharinum,109,
S13,21/06/2024,8:30,8:50,21,3,3,Friday,COGR,Quiscalus quiscula,Perch,8:47,Norway maple,Acer platanoides,63,"AMGO pairing flying. EUST and COGR foraging on lawn on other side of the street--lawns on our side are dead. AMGO, NOCA, REVI, SOSP, BCCH, AMRO, CHSP, COGR, CHSW, EUST seen or heard."
S06,21/06/2024,8:56,9:16,21,4,3,Friday,HOSP,Passer domesticus,Perch,9:00,English oak,Quercus robur,29,"REVIs in large Silver maples in backyard. SOSP, HOSP, NOCA, BCCH, CHSW, REVI, AMRO, CHSP seen or heard."
S06,21/06/2024,8:56,9:16,21,4,3,Friday,HOSP,Passer domesticus,Peck,9:04,Ground,NA,NA,
S06,21/06/2024,8:56,9:16,21,4,3,Friday,HOSP,Passer domesticus,Peck,9:06,Ground,NA,NA,
S06,21/06/2024,8:56,9:16,21,4,3,Friday,HOSP,Passer domesticus,Peck ,9:07,Ground,NA,NA,
S06,21/06/2024,8:56,9:16,21,4,3,Friday,AMRO,Turdus migratorius,Hop,9:07,Ground,NA,NA,
S06,21/06/2024,8:56,9:16,21,4,3,Friday,HOSP,Passer domesticus,Peck,9:07,Ground,NA,NA,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Hop,8:11,Ground,NA,NA,"HOSP, CHSW, AMCR seen or heard."
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Vocalize,8:12,Common lilac,Syringa vulgaris,20 (2X10),
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:14,Greenstem forsythia,Forsythia viridissima,NA,**double check ID on next survey (does not seem correct)
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Bill wipe,8:14,Greenstem forsythia,Forsythia viridissima,NA,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Hop,8:14,Greenstem forsythia,Forsythia viridissima,NA,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Bill wipe,8:15,Common lilac,Syringa vulgaris,20 (2X10),
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:15,Common lilac,Syringa vulgaris,20 (2X10),
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Glean,8:16,Silver maple,Acer saccharinum,105,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Bill wipe,8:17,Greenstem forsythia,Forsythia viridissima,NA,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Glean,8:17,Norway maple,Acer platanoides,35,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Glean,8:18,Silver maple,Acer saccharinum,105,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Bill wipe,8:22,Sugar maple,Acer saccharum,4,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:23,Sugar maple,Acer saccharum,4,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:23,Norway maple,Acer platanoides,35,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:23,Sugar maple,Acer saccharum,4,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Hop,8:24,Ground,NA,NA,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Hop,8:24,Ground,NA,NA,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:24,Silver maple,Acer saccharinum,105,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Bill wipe,8:25,Sugar maple,Acer saccharum,4,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:26,Sugar maple,Acer saccharum,4,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Glean,8:26,Silver maple,Acer saccharinum,82,
S10,25/06/2024,8:09,8:29,18,1,2,Tuesday,HOSP,Passer domesticus,Perch,8:29,Greenstem forsythia,Forsythia viridissima,NA,
S11,25/06/2024,8:45,9:05,20,1,2,Tuesday,BCCH,Poecile atricapillus,Glean,8:54,White elm,Ulmus americana,74,"Loud construction. HOSP, CHSP, CHSW, AMCR, EUST, CEDW, COGR, BCCH, ROPI, AMRO seen or heard."
S11,25/06/2024,8:45,9:05,20,1,2,Tuesday,BCCH,Poecile atricapillus,Glean,8:54,White elm,Ulmus americana,74,"NDG resident on Oxford: Front landcover change from lawn to plants, added ""verdure"" and insect."
S11,25/06/2024,8:45,9:05,20,1,2,Tuesday,BCCH,Poecile atricapillus,Glean,9:00,White elm,Ulmus americana,74,
S11,25/06/2024,8:45,9:05,20,1,2,Tuesday,BCCH,Poecile atricapillus,Glean,9:00,White elm,Ulmus americana,74,
S19,26/06/2024,7:19,7:39,21,2,3,Wednesday ,NOCA,Cardinalis cardinalis,Vocalize,7:27,Norway maple,Acer platanoides,47,"BCCH, EUST, SOSP, AMCR, AMRO, NOCA, HOSP, CHSW seen or heard."
S19,26/06/2024,7:19,7:39,21,2,3,Wednesday ,NOCA,Cardinalis cardinalis,Vocalize,7:29,River birch,Betula nigra,15,
S21,26/06/2024,7:49,8:09,21,3,3,Wednesday ,BCCH,Poecile atricapillus,Perch,7:56,Norway maple,Acer platanoides,68,"REVI heard in backyard (though singing much less than usual). Loud lawn mowing. HOSP, AMRO, CHSW, BCCH, SOSP, CHSP, NOCA, AMCR, MODO, BLJA seen or heard."
S21,26/06/2024,7:49,8:09,21,3,3,Wednesday ,BCCH,Poecile atricapillus,Vocalize,7:56,Norway maple,Acer platanoides,68,
S21,26/06/2024,7:49,8:09,21,3,3,Wednesday ,BCCH,Poecile atricapillus,Hop,7:56,Norway maple,Acer platanoides,68,
S21,26/06/2024,7:49,8:09,21,3,3,Wednesday ,HOSP,Passer domesticus,Vocalize,8:02,Silver maple,Acer saccharinum,30,
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,HOSP,Passer domesticus,Peck,8:24,Ground,NA,NA,"MERL flyover (8:37). BCCH, HOSP, EUST, SOSP, MODO pair, CHSW, AMRO seen or heard."
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,EUST,Sturnus vulgaris,Gape,8:29,Ground,NA,NA,
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,BCCH,Poecile atricapillus,Vocalize,8:29,Norway maple,Acer platanoides,40,
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,BCCH,Poecile atricapillus,Vocalize,8:29,Norway maple,Acer platanoides,40,
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,HOSP,Passer domesticus,Perch,8:31,Morton elm,Ulmus davidiana var. japonica × Ulmus davidiana var. japonica,23,
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,MODO,Zenaida macroura,Peck,8:32,Ground,NA,NA,
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,BCCH,Poecile atricapillus,Vocalize,8:35,Norway maple,Acer platanoides,76,*alarm call
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,AMRO,Turdus migratorius,Peck,8:37,Ground,NA,NA,*juvenile
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,HOSP,Passer domesticus,Peck,8:39,Ground,NA,NA,
S03,26/06/2024,8:20,8:40,21,3,3,Wednesday ,NOCA,Cardinalis cardinalis,Vocalize,8:40,Norway maple,Acer platanoides,40,
S09,27/06/2024,7:41,8:01,15,4,2,Thursday,HOSP,Passer domesticus,Beg,7:46,Red ash,Fraxinus pennsylvanica ,45,
S09,27/06/2024,7:41,8:01,15,4,2,Thursday,HOSP,Passer domesticus,Feed young,7:47,Red ash,Fraxinus pennsylvanica ,45,
S09,27/06/2024,7:41,8:01,15,4,2,Thursday,HOSP,Passer domesticus,Perch,7:47,Red ash,Fraxinus pennsylvanica ,45,
S15,27/06/2024,8:43,9:03,15,3,2,Thursday,CHSP,Spizella passerina,Peck,8:47,Ground,NA,NA,
S14,28/06/2024,7:21,7:41,14,1,1,Friday,HOSP,Passer domesticus,Glean,7:25,European linden,Tilia × europaea,50,Very quiet street
S17,28/06/2024,8:10,8:30,15,1,1,Friday,BCCH,Poecile atricapillus,Peck,8:16,Silver maple,Acer saccharinum,68,Much livlier street. REVI heard in backyard.
S17,28/06/2024,8:10,8:30,15,1,1,Friday,BCCH,Poecile atricapillus,Peck,8:16,Silver maple,Acer saccharinum,68,
