Street code,Date ,Start Time,End Time,Temperature (°C),Cloud Cover code,Beaufort scale ,Day of Week ,Species ,Bird Scientific Name ,Behaviour,Time of Observation,Plant species,Scientific Name ,DBH,Notes
S17,28/06/2024,8:10,8:30,15,1,1,Friday,EUST,Sturnus vulgaris,Perch,8:16,Silver maple,Acer saccharinum,68,
S17,28/06/2024,8:10,8:30,15,1,1,Friday,EUST,Sturnus vulgaris,Perch,8:24,Silver maple,Acer saccharinum,61,
S17,28/06/2024,8:10,8:30,15,1,1,Friday,DOWO,Picoides pubescens,Hammer,8:20,Silver maple,Acer saccharinum,94,
S17,28/06/2024,8:10,8:30,15,1,1,Friday,NOCA,Cardinalis cardinalis,Vocalize,8:29,Norway maple,Acer platanoides,35,
S17,28/06/2024,8:10,8:30,15,1,1,Friday,NOCA,Cardinalis cardinalis,Perch,8:29,Norway maple,Acer platanoides,35,
S04,28/06/2024,9:08,9:28,17,1,1,Friday,EUST,Sturnus vulgaris,Perch,9:11,Silver maple,Acer saccharinum,84,
S04,28/06/2024,9:08,9:28,17,1,1,Friday,HOSP,Passer domesticus,Perch,9:18,Silver maple,Acer saccharinum,81,
S04,28/06/2024,9:08,9:28,17,1,1,Friday,HOSP,Passer domesticus,Perch,9:18,Silver maple,Acer saccharinum,81,
S05,28/06/2024,9:41,10:01,17,1,2,Friday,HOSP,Passer domesticus,Vocalize,9:58,Norway maple,Acer platanoides,29,Contruction 1 block down the street
S05,28/06/2024,9:41,10:01,17,1,2,Friday,NOCA,Cardinalis cardinalis,Peck,10:00,Ground,NA,NA,
S08,02/07/2024,7:15,7:35,20,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,7:18,Norway maple,Acer platanoides,81,MERL flyover. BLJA heard.
S08,02/07/2024,7:15,7:35,20,1,2,Tuesday,EUST,Sturnus vulgaris,Beg,7:18,Norway maple,Acer platanoides,81,
S08,02/07/2024,7:15,7:35,20,1,2,Tuesday,HOSP,Passer domesticus,Vocalize,7:22,Bush honeysuckle,Diervilla lonicera,2,
S08,02/07/2024,7:15,7:35,20,1,2,Tuesday,EUST,Sturnus vulgaris,Perch,7:35,Norway maple,Acer platanoides,85,
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,CHSP,Spizella passerina,Vocalize,8:50,Silver maple,Acer saccharinum,80,"REVI in backyard Silver maple singing all survey long. Lots of activity in backyards. HOFI, COGR, MODO, BLJA heard or seen."
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,AMCR,Corvus brachyrhynchos,Perch,8:53,Norway maple,Acer platanoides,58,
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,BCCH,Poecile atricapillus,Glean,9:00,Silver maple,Acer saccharinum,80,
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,CHSP,Spizella passerina,Ground forage,9:05,Ground,NA,NA,
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,NOCA,Cardinalis cardinalis,Vocalize,9:08,River birch,Betula nigra,10,
S01,02/07/2024,8:48,9:08,21,1,2,Tuesday,NOCA,Cardinalis cardinalis,Vocalize,9:08,Silver maple,Acer saccharinum,74,
S16,02/07/2024,9:21,9:41,21,1,2,Tuesday,,,,,,,,"Construction and recycling pick up on street. Many birds further down the street (AMCR, BLJA, CHSP, EUST). Resident said: ""Norway on this street has a lot of breaking branches; the city said they're going to check it out. Lots of crows this year."""
S06,03/07/2024,7:09,7:29,19,1,2,Wednesday,HOSP,Passer domesticus,Perch,7:12,Common buckthorn,Rhamnus cathartica,NA,BLJA flyover. SOSP and BCCH heard loudly from yards.
S06,03/07/2024,7:09,7:29,19,1,2,Wednesday,HOSP,Passer domesticus,Hop,7:12,Ground,NA,NA,
S06,03/07/2024,7:09,7:29,19,1,2,Wednesday,WBNU,Sitta carolinensis,Vocalize,7:22,European linden,Tilia × europaea,66,
S06,03/07/2024,7:09,7:29,19,1,2,Wednesday,AMRO,Turdus migratorius,Perch,7:26,European linden,Tilia × europaea,66,
S06,03/07/2024,7:09,7:29,19,1,2,Wednesday,AMRO,Turdus migratorius,Perch,7:26,European linden,Tilia × europaea,90,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,AMRO,Turdus migratorius,Stand,8:26,Ground,NA,NA,AMGO and CHSW seen or heard.
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Perch,8:31,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Feed young,8:33,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Beg,8:33,Norway maple,Acer platanoides,56,*juvenile
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Vocalize,8:33,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Copulate,8:37,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Copulate,8:37,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Vocalize,8:41,Norway maple,Acer platanoides,68,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Copulate,8:42,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Copulate,8:42,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Peck,8:43,Ground,NA,BA,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Perch,8:44,Norway maple,Acer platanoides,68,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Vocalize,8:44,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Vocalize,8:44,Norway maple,Acer platanoides,56,
S13,03/07/2024,8:25,8:45,21,1,3,Wednesday,CHSP,Spizella passerina,Ground forage,8:45,Ground,NA,NA,
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,AMRO,Turdus migratorius,Carry nesting material,8:59,Silver maple,Acer saccharinum,78,MERL flyover with loud vocalization. Cat (Sharky) on sidewalk.
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,EUST,Sturnus vulgaris,Vocalize,9:08,Silver maple,Acer saccharinum,107,
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,EUST,Sturnus vulgaris,Perch,9:09,Silver maple,Acer saccharinum,78,
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,EUST,Sturnus vulgaris,Perch,9:09,Silver maple,Acer saccharinum,85,
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,EUST,Sturnus vulgaris,Feed young,9:15,Silver maple,Acer saccharinum,107,
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,EUST,Sturnus vulgaris,Vocalize,9:15,Silver maple,Acer saccharinum,107,
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,EUST,Sturnus vulgaris,Sit on nest,9:15,Silver maple,Acer saccharinum,107,
S07,03/07/2024,8:58,9:18,21,1,3,Wednesday,EUST,Sturnus vulgaris,Feed young,9:17,Silver maple,Acer saccharinum,83,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,AMRO,Turdus migratorius,Preen,8:51,Silver maple,Acer saccharinum,68,"Loud tree cutting machine down the street. HAWO pair, NOCA pair, WBNU pair. CHSW and ROPI."
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HAWO,Leuconotopicus villosus,Hammer,8:52,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Bill wipe,8:52,Silver maple,Acer saccharinum,70,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Vocalize,8:52,Silver maple,Acer saccharinum,70,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Vocalize,8:52,Silver maple,Acer saccharinum,68,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Peck,8:54,Silver maple,Acer saccharinum,50,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,8:55,Silver maple,Acer saccharinum,68,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,8:55,Silver maple,Acer saccharinum,68,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Peck,8:56,Silver maple,Acer saccharinum,50,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HAWO,Leuconotopicus villosus,Hammer,8:58,Silver maple,Acer saccharinum,61,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,8:58,Silver maple,Acer saccharinum,68,*hover glean
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,8:59,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Gape,8:59,Ground,NA,NA,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Gape,8:59,Ground,NA,NA,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Gape,8:59,Ground,NA,NA,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Gape,8:59,Ground,NA,NA,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Gape,8:59,Ground,NA,NA,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,CHSP,Spizella passerina,Peck,9:00,Ground,NA,NA,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,"*EUST X5 looking into cavity where HOSP are nesting, bumping HOSP out of the way"
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:01,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,9:01,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,9:01,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,9:01,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,NOCA,Cardinalis cardinalis,Perch,9:02,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:02,Silver maple,Acer saccharinum,62,* HOSP X3 females perched around cavity
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:02,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:02,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,9:03,Silver maple,Acer saccharinum,70,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Glean,9:04,Silver maple,Acer saccharinum,50,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Court,9:06,Silver maple,Acer saccharinum,50,*one begged while the other gleaned
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Court,9:06,Silver maple,Acer saccharinum,50,*one begged while the other gleaned
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Hang,9:06,Silver maple,Acer saccharinum,50,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Glean,9:07,Silver maple,Acer saccharinum,70,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Hang,9:07,Silver maple,Acer saccharinum,50,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Hang,9:07,Silver maple,Acer saccharinum,50,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Feed young,9:07,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Preen,9:08,Silver maple,Acer saccharinum,68,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Court,9:08,Silver maple,Acer saccharinum,112,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Court,9:08,Silver maple,Acer saccharinum,112,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,WBNU,Sitta carolinensis,Vocalize,9:08,Silver maple,Acer saccharinum,112,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,AMRO,Turdus migratorius,Gape,9:09,Ground,NA,NA,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:09,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Perch,9:09,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:09,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HOSP,Passer domesticus,Perch,9:09,Silver maple,Acer saccharinum,62,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,BCCH,Poecile atricapillus,Perch,9:09,Silver maple,Acer saccharinum,62,*perched and peering into the cavity that HOSP are nesting in
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,HAWO,Leuconotopicus villosus,Hammer,9:09,Silver maple,Acer saccharinum,68,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,AMRO,Turdus migratorius,Perch,9:09,Silver maple,Acer saccharinum,68,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,EUST,Sturnus vulgaris,Preen,9:09,Silver maple,Acer saccharinum,68,
S12,04/07/2024,8:49,9:09,23,4,3,Thursday,NOCA,Cardinalis cardinalis,Perch,9:09,Silver maple,Acer saccharinum,68,
S18,05/07/2024,9:16,9:36,21,4,3,Friday,AMRO ,Turdus migratorius,Peck,9:26,Ground ,NA,NA,"REVI in backyard, WBNU/NOCA/CHSP heard/seen"
S11,08/07/2024,7:27,7:47,22,2,2,Monday,REVI,Vireo olivaceus,Vocalize,7:27,White elm,Ulmus americana,74,BLJA and GREG flyover.
S11,08/07/2024,7:27,7:47,22,2,2,Monday,BCCH,Poecile atricapillus,Perch,7:32,European linden,Tilia × europaea,46,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,WBNU,Sitta carolinensis,Glean,7:33,White elm,Ulmus americana,74,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,WBNU,Sitta carolinensis,Glean,7:34,Silver maple,Acer saccharinum,25,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,AMRO,Turdus migratorius,Stand,7:38,Ground,NA,NA,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,BCCH,Poecile atricapillus,Glean,7:40,White elm,Ulmus americana,74,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,BCCH,Poecile atricapillus,Perch,7:40,European linden,Tilia × europaea,58,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,HOSP,Passer domesticus,Bill wipe,7:43,European linden,Tilia × europaea,58,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,HOSP,Passer domesticus,Perch,7:44,European linden,Tilia × europaea,46,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,HOSP,Passer domesticus,Hop,7:44,Ground,NA,NA,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,AMRO,Turdus migratorius,Carry food,7:45,Ground,NA,NA,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,HOSP,Passer domesticus,Hop,7:46,European linden,Tilia × europaea,58,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,HOSP,Passer domesticus,Hop,7:46,European linden,Tilia × europaea,58,
S11,08/07/2024,7:27,7:47,22,2,2,Monday,HOSP,Passer domesticus,Perch,7:47,European linden,Tilia × europaea,46,
S05,08/07/2024,7:55,8:15,22,2,2,Monday,EUST,Sturnus vulgaris,Gape,7:59,Ground,NA,NA,"HOSP, EUST, CHSW, COGR seen or heard."
S05,08/07/2024,7:55,8:15,22,2,2,Monday,HOSP,Passer domesticus,Preen,8:11,White cedar,Thuja occidentalis,10,
S05,08/07/2024,7:55,8:15,22,2,2,Monday,HOSP,Passer domesticus,Bill wipe,8:11,White cedar,Thuja occidentalis,10,
S05,08/07/2024,7:55,8:15,22,2,2,Monday,HOSP,Passer domesticus,Preen,8:14,White cedar,Thuja occidentalis,10,
S05,08/07/2024,7:55,8:15,22,2,2,Monday,HOSP,Passer domesticus,Perch,8:14,Silver maple,Acer saccharinum,18,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Hop,8:57,Ground,NA,NA,"CHSW pair seen flying very low. Construction at end of street. CHSP, CHSW, EUST (loud), MODO, ROPI seen or heard."
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Hop,8:57,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Vocalize,8:57,Common lilac,Syringa vulgaris,15,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Ground forage,8:58,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Ground forage,8:59,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Glean,8:59,Riverbank grape,Vitis riparia,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,8:59,Manitoba maple,Acer negundo,32,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,8:59,Manitoba maple,Acer negundo,32,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:01,Common hackberry,Celtis occidentalis,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:02,Common hackberry,Celtis occidentalis,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:02,Common hackberry,Celtis occidentalis,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:02,Common hackberry,Celtis occidentalis,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:02,Common hackberry,Celtis occidentalis,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:02,Common hackberry,Celtis occidentalis,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:02,Manitoba maple,Acer negundo,32,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:02,Red ash,Fraxinus pennsylvanica,54,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,AMRO,Turdus migratorius,Perch,9:02,Norway maple,Acer platanoides,50,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,AMRO,Turdus migratorius,Perch,9:03,Norway maple,Acer platanoides,50,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Glean,9:03,Norway maple,Acer platanoides,50,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Glean,9:03,Norway maple,Acer platanoides,50,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,AMRO,Turdus migratorius,Perch,9:04,Red ash,Fraxinus pennsylvanica,54,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Bill wipe,9:04,Common lilac,Syringa vulgaris,15,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Glean,9:05,Red ash,Fraxinus pennsylvanica,45,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:05,Paper birch,Betula papyrifera,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:05,Paper birch,Betula papyrifera,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:05,Paper birch,Betula papyrifera,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:05,Paper birch,Betula papyrifera,5,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Ground forage,9:06,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Ground forage,9:06,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Ground forage,9:06,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Ground forage,9:06,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Ground forage,9:06,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Ground forage,9:06,Ground,NA,NA,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:09,Manitoba maple,Acer negundo,32,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,AMRO,Turdus migratorius,Perch,9:10,Red ash,Fraxinus pennsylvanica,54,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Vocalize,9:10,Manitoba maple,Acer negundo,32,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Vocalize,9:10,Manitoba maple,Acer negundo,32,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Glean,9:11,Red ash,Fraxinus pennsylvanica,54,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,AMRO,Turdus migratorius,Hop,9:11,Red ash,Fraxinus pennsylvanica,27,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Glean,9:13,Red ash,Fraxinus pennsylvanica,45,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:14,Red ash,Fraxinus pennsylvanica,27,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:14,Red ash,Fraxinus pennsylvanica,27,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:15,Red ash,Fraxinus pennsylvanica,45,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:15,Red ash,Fraxinus pennsylvanica,45,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:16,Red ash,Fraxinus pennsylvanica,80,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:16,Red ash,Fraxinus pennsylvanica,80,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Bill wipe,9:16,Red ash,Fraxinus pennsylvanica,45,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:17,Red ash,Fraxinus pennsylvanica,45,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:17,Red ash,Fraxinus pennsylvanica,45,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,EUST,Sturnus vulgaris,Perch,9:17,Manitoba maple,Acer negundo,32,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:17,Red ash,Fraxinus pennsylvanica,27,
S09,08/07/2024,8:57,9:17,23,2,2,Monday,HOSP,Passer domesticus,Perch,9:17,Red ash,Fraxinus pennsylvanica,27,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Perch,6:59,Silver maple,Acer saccharinum,81,"COGR, BCCH (loud), BLJA, ROPI seen or heard."
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,HOSP,Passer domesticus,Peck,7:01,Ground,NA,NA,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,HOSP,Passer domesticus,Ground forage,7:02,Ground,NA,NA,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,HOSP,Passer domesticus,Ground forage,7:02,Ground,NA,NA,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Bill wipe,7:05,Silver maple,Acer saccharinum,74,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Vocalize,7:05,Silver maple,Acer saccharinum,74,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Preen,7:05,Silver maple,Acer saccharinum,74,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Vocalize,7:07,Silver maple,Acer saccharinum,74,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,HOSP,Passer domesticus,Hop,7:09,Ground,NA,NA,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,HOSP,Passer domesticus,Hop,7:09,Ground,NA,NA,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,BCCH,Poecile atricapillus,Glean,7:12,Norway maple,Acer platanoides,64,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,HOSP,Passer domesticus,Ground forage,7:12,Ground,NA,NA,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,HOSP,Passer domesticus,Ground forage,7:16,Ground,NA,NA,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,HOSP,Passer domesticus,Ground forage,7:16,Ground,NA,NA,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Perch,7:17,Silver maple,Acer saccharinum,81,
S04,09/07/2024,6:57,7:17,22,4,2,Tuesday,EUST,Sturnus vulgaris,Peck,7:17,Ground,NA,NA,
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,CHSP,Spizella passerina,Vocalize,7:34,Silver maple,Acer saccharinum,68,"Very quiet overall. NOCA vocalizing loudly, but we were unable to see it in the tree. "
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,BCCH,Poecile atricapillus,Vocalize,7:36,Silver maple,Acer saccharinum,68,
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,BCCH,Poecile atricapillus,Glean,7:36,Silver maple,Acer saccharinum,68,
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,COGR,Quiscalus quiscula,Hop,7:39,Silver maple,Acer saccharinum,61,
S17,09/07/2024,7:34,7:54,23,4,2,Tuesday,COGR,Quiscalus quiscula,Hop,7:39,Silver maple,Acer saccharinum,61,
